date,close,volume,open,high,low,returns,log_returns
2008-08-14,86.58,14385150.0,85.86,87.48,85.12,,
2008-08-15,84.25,15663670.0,85.44,85.72,83.65,-0.026911526911526873,-0.02728027278136336
2008-08-18,83.19,10370580.0,84.69,85.33,82.81,-0.01258160237388728,-0.012661420936674784
2008-08-19,84.71,10872260.0,82.75,85.33,82.75,0.018271426854189254,0.01810651014766325
2008-08-20,86.46,11681800.0,85.32,87.0,84.5,0.020658717978987218,0.02044822079602624
2008-08-21,88.52,11224960.0,87.25,89.1,87.14,0.0238260467268101,0.023546635943363203
2008-08-22,88.1,8574174.0,87.68,88.78,87.25,-0.004744690465431578,-0.004755982240715122
2008-08-25,85.51,11342640.0,88.58,88.58,85.04,-0.029398410896708138,-0.029839204774269754
2008-08-26,85.79,9350933.0,85.8,86.16,84.85,0.0032744708221261742,0.003269121417010052
2008-08-27,86.62,8227643.0,86.73,87.0,85.81,0.009674787271243712,0.009628286201606726
2008-08-28,87.18,8859054.0,87.32,87.49,85.36,0.006465019625952362,0.006444211023765851
2008-08-29,86.32,8090312.0,87.62,87.73,86.12,-0.009864647855012731,-0.009913625860367432
2008-09-02,83.29,13432870.0,84.49,84.61,83.21,-0.03510194624652441,-0.03573282700262994
2008-09-03,84.18,10758990.0,83.1,84.44,82.94,0.010685556489374415,0.010628869395175392
2008-09-04,81.22,16526890.0,84.14,84.38,80.82,-0.0351627464956048,-0.03579584108427299
2008-09-05,80.22,15547830.0,81.0,81.73,79.11,-0.01231223836493478,-0.012388661916244955
2008-09-08,81.05,15452280.0,81.34,82.35,79.67,0.01034654699576154,0.010293387839778186
2008-09-09,78.79,21149960.0,80.2,81.34,78.75,-0.02788402220851316,-0.02828016292408828
2008-09-10,81.16,17746170.0,79.65,81.72,79.33,0.03007995938570862,0.02963642970001705
2008-09-11,82.8,16351450.0,80.48,83.0,79.63,0.020206998521439035,0.02000554643359992
2008-09-12,84.24,13390040.0,82.9,84.48,82.47,0.017391304347825987,0.017241806434505954
2008-09-15,80.09,17395780.0,81.16,83.8,80.09,-0.04926400759734084,-0.05051886549012907
2008-09-16,81.86,20457300.0,78.84,82.37,77.5,0.022100137345486326,0.021859468728666048
2008-09-17,80.05,23180350.0,81.0,83.9,79.5,-0.022110921084778967,-0.02235903162153333
2008-09-18,82.88,23377000.0,81.36,83.5,78.88,0.03535290443472827,0.034742339068449216
2008-09-19,87.8,23962410.0,85.56,88.11,83.71,0.059362934362934494,0.05766772212989817
2008-09-22,87.33,14625680.0,88.22,89.75,86.75,-0.005353075170842825,-0.005367454215429427
2008-09-23,85.46,14613710.0,87.16,88.39,84.89,-0.021413031031718766,-0.021645616209762655
2008-09-24,85.23,11233790.0,85.74,86.59,84.85,-0.002691317575473806,-0.0026949456816725325
2008-09-25,87.47,13789190.0,85.1,88.17,85.1,0.02628182564824577,0.025942392897557134
2008-09-26,86.95,11867840.0,86.0,87.12,84.91,-0.00594489539270604,-0.005962636631471472
2008-09-29,77.5,23393510.0,85.02,85.51,77.5,-0.10868315123634276,-0.11505530444099075
2008-09-30,82.48,20129050.0,78.85,82.69,78.6,0.06425806451612903,0.062277903349403176
2008-10-01,82.2,14631800.0,81.51,83.09,78.47,-0.003394762366634385,-0.0034005376465703033
2008-10-02,79.56,18820900.0,81.5,81.99,78.87,-0.03211678832116793,-0.032643848076362836
2008-10-03,79.38,18838180.0,79.96,83.7,79.07,-0.00226244343891413,-0.002265006630852236
2008-10-06,76.84,26033770.0,77.64,77.85,72.66,-0.03199798437893664,-0.032521109454563296
2008-10-07,73.35,24462780.0,78.02,78.55,72.55,-0.045419052576783026,-0.04648283331136528
2008-10-08,73.1,28049070.0,72.13,77.16,70.4,-0.0034083162917518672,-0.0034141378332578965
2008-10-09,64.0,26938150.0,73.75,73.88,64.0,-0.12448700410396707,-0.13294528339606085
2008-10-10,57.83,48205290.0,60.5,64.76,55.5,-0.09640625000000003,-0.101375411189545
2008-10-13,69.89,30994520.0,60.17,70.49,59.43,0.208542279093896,0.18941490531891084
2008-10-14,68.54,27089330.0,72.68,74.0,65.15,-0.01931606810702524,-0.019505061042574795
2008-10-15,59.98,25127070.0,66.48,66.48,58.42,-0.12489057484680488,-0.13340634312559985
2008-10-16,63.1,31796750.0,60.66,64.39,55.62,0.05201733911303785,0.05070959622630461
2008-10-17,62.35,21723490.0,61.55,67.41,59.49,-0.011885895404120439,-0.011957097421122012
2008-10-20,69.61,18286980.0,64.1,70.0,64.0,0.11643945469125905,0.11014456305452967
2008-10-21,66.8,17534060.0,67.64,69.38,65.0,-0.04036776325240632,-0.04120515463797512
2008-10-22,61.74,22243740.0,63.89,64.84,60.12,-0.07574850299401192,-0.07877106146858674
2008-10-23,66.77,26942970.0,62.88,67.1,60.41,0.08147068351149978,0.07832185879576414
2008-10-24,63.91,19774630.0,61.01,65.46,60.57,-0.04283360790774304,-0.04377803420758708
2008-10-27,61.71,18272280.0,62.58,66.48,60.88,-0.03442340791738374,-0.03502985132921483
2008-10-28,70.02,25092380.0,63.72,70.87,61.14,0.13466212931453558,0.126334923193544
2008-10-29,71.0,25862510.0,70.22,74.32,69.41,0.013996001142530856,0.013898961514795952
2008-10-30,74.18,21848740.0,72.11,74.89,70.82,0.044788732394366315,0.043814695020129434
2008-10-31,74.6,20506340.0,73.86,75.98,72.2,0.005661903478026309,0.00564593514827031
2008-11-03,73.69,10465660.0,73.44,74.89,72.67,-0.012198391420911503,-0.012273402430807207
2008-11-04,78.19,20118310.0,75.42,78.92,74.8,0.06106663047903371,0.05927465735751464
